Year,OSHPD ID,Facility Name,County Name,ER Service Level Desc,Type,Count
2015,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Admit,15564
2015,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Visit,49438
2016,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Admit,17843
2016,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Visit,51446
2017,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Admit,18272
2017,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Visit,53868
2018,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Admit,18416
2018,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Visit,53217
2019,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Visit,53979
2019,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Admit,18693
2020,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Visit,41145
2020,106190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,BASIC,ED_Admit,16609
2012,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6751
2012,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,14523
2013,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6533
2013,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,14882
2014,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6078
2014,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,15203
2015,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,5785
2015,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,15852
2016,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,5857
2016,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,18852
2017,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6432
2017,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,23901
2018,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6618
2018,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,31209
2019,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,33528
2019,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6819
2020,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,25711
2020,106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,6156
2012,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,13851
2012,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,42020
2013,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,12688
2013,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,44370
2014,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,13372
2014,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,53402
2015,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,15165
2015,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,58925
2016,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,16404
2016,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,61493
2017,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,16781
2017,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,64205
2018,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,17737
2018,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,63279
2019,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,67158
2019,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,17911
2020,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,50108
2020,106190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,15302
2012,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,9074
2012,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,62996
2013,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,8959
2013,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,62088
2014,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,8298
2014,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,57374
2015,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,8296
2015,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,64773
2016,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,8623
2016,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,67840
2017,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,8742
2017,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,64664
2018,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,8519
2018,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,63332
2019,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,64674
2019,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,8128
2020,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Visit,48480
2020,106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,BASIC,ED_Admit,7012
2012,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,6678
2012,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,49690
2013,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,6306
2013,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,50074
2014,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,6152
2014,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,53389
2015,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,6339
2015,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,54117
2016,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,5114
2016,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,56963
2017,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,4291
2017,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,63808
2018,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,4668
2018,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,65169
2019,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,70218
2019,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,4569
2020,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Visit,55059
2020,106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,BASIC,ED_Admit,4817
2012,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,6346
2012,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,46623
2013,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,5794
2013,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,49330
2014,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,4594
2014,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,53795
2015,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,4208
2015,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,58891
2016,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,3893
2016,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,62494
2017,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,3682
2017,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,64775
2018,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,3461
2018,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,65650
2019,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,69474
2019,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,3528
2020,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Visit,55425
2020,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,LOS ANGELES,BASIC,ED_Admit,3534
2012,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,5678
2012,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,60645
2013,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,5541
2013,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,58118
2014,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,6030
2014,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,60154
2015,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,5769
2015,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,63857
2016,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,3210
2016,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,68844
2017,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,2827
2017,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,74281
2018,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,3159
2018,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,76617
2019,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,79113
2019,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,3568
2020,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Visit,62584
2020,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,BASIC,ED_Admit,4101
2012,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,12741
2012,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,53945
2013,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,12066
2013,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,57342
2014,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,12326
2014,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,58251
2015,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,14257
2015,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,58959
2016,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,13065
2016,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,59038
2017,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,12397
2017,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,55029
2018,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,12152
2018,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,51972
2019,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,49855
2019,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,11333
2020,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Visit,37275
2020,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,LOS ANGELES,BASIC,ED_Admit,11372
2012,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Admit,3572
2012,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Visit,18933
2013,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Admit,3675
2013,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Visit,18285
2014,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Admit,4086
2014,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Visit,19800
2015,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Admit,4653
2015,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Visit,21727
2016,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Admit,4606
2016,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Visit,22209
2017,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Admit,5011
2017,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Visit,21381
2018,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Admit,1954
2018,106190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,BASIC,ED_Visit,9213
2012,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,2912
2012,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,19189
2013,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,2777
2013,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,18897
2014,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,2608
2014,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,21107
2015,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,2709
2015,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,24023
2016,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,2282
2016,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,26072
2017,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,1051
2017,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,27725
2018,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,3106
2018,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,30067
2019,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,31942
2019,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,3479
2020,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Visit,26246
2020,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,LOS ANGELES,BASIC,ED_Admit,3307
2012,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,8694
2012,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,26433
2013,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,8328
2013,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,28298
2014,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,7619
2014,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,31140
2015,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,8150
2015,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,35983
2016,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,7692
2016,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,40158
2017,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,7576
2017,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,42018
2018,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,7309
2018,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,42012
2019,106190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,42456
2019,106190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,7046
2020,106190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Visit,28573
2020,106190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,LOS ANGELES,BASIC,ED_Admit,6114
2012,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,5385
2012,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,29183
2013,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,4497
2013,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,29357
2014,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,5282
2014,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,34898
2015,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,5010
2015,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,35168
2016,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,5047
2016,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,36358
2017,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,5245
2017,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,37375
2018,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,4879
2018,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,33545
2019,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,33094
2019,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,4286
2020,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Visit,25519
2020,106190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,BASIC,ED_Admit,4734
2012,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,6205
2012,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,26677
2013,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,6065
2013,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,28668
2014,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,5860
2014,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,31766
2015,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,5868
2015,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,33531
2016,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,5600
2016,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,33904
2017,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,4936
2017,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,33618
2018,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,5503
2018,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,33059
2019,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,31658
2019,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,5807
2020,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Visit,21221
2020,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,BASIC,ED_Admit,4909
2012,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Admit,4915
2012,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Visit,13919
2013,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Admit,5027
2013,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Visit,13629
2014,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Admit,5731
2014,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Visit,14294
2015,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Admit,5585
2015,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Visit,14379
2016,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Admit,5832
2016,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Visit,13648
2017,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Admit,6195
2017,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Visit,12245
2018,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,BASIC,ED_Admit,6794
